circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,VIKRAM PURI (GRP-B),DOMESTIC,1,342,331.0,91910.0,1727.54
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"2ND BLOCK, FATHE NGR (GRP-B)",DOMESTIC,1,1326,1288.0,147420.0,1869.37
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"3RD BLOCK,FATHE NGR (GRP-A)",DOMESTIC,1,781,766.0,86867.0,962.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"4TH BLOCK, FATHE NGR (GRP-A)",DOMESTIC,1,1275,1266.0,163222.0,1812.28
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"5TH BLOCK,FATHENAGAR (GRP-B)",DOMESTIC,1,1493,1476.0,165640.0,2238.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"6TH BLOCK, FATHE NGR (GRP-A)",DOMESTIC,1,461,450.0,48624.0,595.38
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"7TH BLOCK,SHIVASHANKAR (GRP-A)",DOMESTIC,1,332,314.0,35459.0,405.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"8TH BLOCK,LBS NGR (GRP-A)",DOMESTIC,1,876,831.0,95689.0,1083.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,BALANAGAR INDUST (GRP-B),DOMESTIC,1,137,115.0,10530.0,169.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,BALANAGAR X ROAD (GRP-A),DOMESTIC,1,85,65.0,6578.0,127.4
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,PUBLIC SECTOR COLONY (GRP-A),DOMESTIC,1,522,517.0,81931.0,1217.97
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANCHARPURI COLONY (GRP-A),DOMESTIC,1,456,440.0,74796.0,1427.39
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANCHARPURI FEEDER GRC (GRP-M),DOMESTIC,1,85,84.0,43821.0,1242.59
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANJEEVAIAH COLONY (GRP-A),DOMESTIC,1,455,432.0,45929.0,605.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SRI MALANI COLONY (GRP-B),DOMESTIC,1,273,269.0,43776.0,738.37
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,TAWAI PURA (GRP-B),DOMESTIC,1,243,231.0,27495.0,309.82
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,VAYU NAGAR (GRP-B),DOMESTIC,1,320,316.0,59698.0,849.84
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,AKASH NAGAR (GRP-A),DOMESTIC,1,194,188.0,30118.0,474.92
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,AMARA JYOTHI COLONY (GRP-B),DOMESTIC,1,403,399.0,68972.0,1097.05
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,DEENDAYAL NAGAR (GRP-A),DOMESTIC,1,409,394.0,42759.0,554.69
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHE NAGAR (GRP-A),DOMESTIC,1,683,668.0,68503.0,848.74
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHE NGR  GROUP-1 (GRP-M),DOMESTIC,1,1,1.0,679.0,10.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHE NGR GRC-2  (GRP-M),DOMESTIC,1,9,9.0,1010.0,56.7
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHENGR NAVATA TRNSPRT(GRP-M),DOMESTIC,1,1,1.0,196.0,3.3
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FEROZGUDA FEEDER (GRP-M),DOMESTIC,1,1,1.0,61.0,8.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,MADHAVI NAGAR (GRP-B),DOMESTIC,1,427,420.0,56497.0,721.8
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,MODI XEROX (GRP-B),DOMESTIC,1,2,2.0,592.0,3.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,ANAND NAGAR COLONY (GRP-B),DOMESTIC,1,427,420.0,56420.0,985.75
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,ANJAIAH NAGAR - 1 (GRP-A),DOMESTIC,1,1075,1026.0,131930.0,1588.95
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,ANJAIAH NAGAR-II (GRP-A),DOMESTIC,1,714,700.0,84909.0,1131.6
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BAPUJI NAGAR (GRP-B),DOMESTIC,1,483,453.0,54707.0,625.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BAPUJI NGR(II)MAIN ROAD(GRP-B),DOMESTIC,1,564,554.0,80530.0,891.39
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BHAVANA COLONYPH II&III(GRP-A),DOMESTIC,1,402,397.0,64710.0,1086.27
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BHAVANA PHASE III-PARK (GRP-A),DOMESTIC,1,428,422.0,58502.0,899.86
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),DOMESTIC,1,59,59.0,9388.0,332.23
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,CENTER POINT (GRP-A),DOMESTIC,1,78,77.0,12426.0,213.82
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,CHINNATHOKATA (GRP-A),DOMESTIC,1,794,782.0,89509.0,1157.93
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,COMUSSARY BAZAR (GRP-A),DOMESTIC,1,304,282.0,28897.0,375.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,DARJI BASTHI (GRP-A),DOMESTIC,1,356,347.0,38577.0,485.4
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,DHANA LAXMI COLONY (GRP-B),DOMESTIC,1,292,291.0,43318.0,597.65
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,FAREED NAGAR (GRP-B),DOMESTIC,1,372,351.0,45109.0,567.15
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,FAREED NAGAR III (GRP-B),DOMESTIC,1,259,255.0,27994.0,404.32
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,FAREED NAGAR-I (GRP-B),DOMESTIC,1,681,678.0,86752.0,1040.18
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,GRC (GRP-M),DOMESTIC,1,56,56.0,5437.0,302.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,HOSTEL GOV (GRP-M),DOMESTIC,1,14,13.0,23898.0,422.38
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,ICRISAT COLONY (GRP-A),DOMESTIC,1,481,473.0,80205.0,1440.12
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,JAYA NAGAR (GRP-A),DOMESTIC,1,768,761.0,124448.0,2055.86
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,K.R.NAGAR (GRP-A),DOMESTIC,1,340,326.0,40698.0,568.24
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,KADAKPURA (GRP-A),DOMESTIC,1,213,203.0,28633.0,304.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,MAHATMA NAGAR (GRP-B),DOMESTIC,1,221,207.0,24657.0,440.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,MALANI COLONY (GRP-B),DOMESTIC,1,167,166.0,24408.0,377.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,MANOVIKAS NAGAR (GRP-B),DOMESTIC,1,579,571.0,92732.0,1493.08
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,MARKET YARD (GRP-A),DOMESTIC,1,1,1.0,212.0,5.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,NETHAJI NAGAR (GRP-B),DOMESTIC,1,525,502.0,54236.0,644.35
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,NEW CITY COLONY (GRP-B),DOMESTIC,1,428,424.0,66823.0,1048.66
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,NUTHAN COLONY (GRP-B),DOMESTIC,1,760,751.0,100503.0,1374.96
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,PADMANABHA COLONY (GRP-B),DOMESTIC,1,128,128.0,26767.0,458.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,PANCHAVATI COLONY (GRP-B),DOMESTIC,1,120,120.0,30300.0,442.5
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,I.G.NAGAR (GRP-B),DOMESTIC,1,704,697.0,71012.0,1000.4
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,MARUTHI NAGAR (GRP-A),DOMESTIC,1,2131,2107.0,255786.0,3609.63
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,NANDA NAGAR (GRP-A),DOMESTIC,1,906,897.0,102573.0,1176.27
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,NEHRU NAGAR (GRP-A),DOMESTIC,1,608,598.0,69583.0,892.93
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,NEW CHINTAL (GRP-A),DOMESTIC,1,809,795.0,85168.0,1125.9
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,NEW CHINTAL-II (GRP-A),DOMESTIC,1,737,735.0,115037.0,2539.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,PAVAN VIHAR (GRP-A),DOMESTIC,1,91,90.0,11510.0,232.34
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,PEDDATHOKATA (GRP-A),DOMESTIC,1,893,853.0,87509.0,1244.66
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,POLICE QTRS. (GRP-A),DOMESTIC,1,203,34.0,4378.0,203.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,POST OFFICE BACK SIDE (GRP-B),DOMESTIC,1,137,130.0,15261.0,182.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,ROSE CAFE (GRP-B),DOMESTIC,1,314,306.0,30118.0,397.4
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,ROYAL ENCLAVE (GRP-B),DOMESTIC,1,349,346.0,68485.0,1162.87
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,SBI COLONY (GRP-A),DOMESTIC,1,168,163.0,26352.0,436.3
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,SOUJANYA COLONY (GRP-B),DOMESTIC,1,389,380.0,51998.0,1004.64
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,STREET LIGHTS (GRP-M),DOMESTIC,1,9,9.0,830.0,55.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,SWARNA BHARATHI COLONY (GRP-A),DOMESTIC,1,341,338.0,38698.0,489.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,TAR BUND (GRP-B),DOMESTIC,1,397,324.0,42798.0,496.24
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,PANCHASHEELA CLY (GRP-B),DOMESTIC,1,1681,1661.0,181283.0,2535.01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RANGA REDDY NGR (GRP-B),DOMESTIC,1,966,951.0,107177.0,1399.0
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RANGA REDDY NGR-II (GRP-B),DOMESTIC,1,939,939.0,111254.0,1390.75
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RR NAGAR & PS COLONY (GRP-M),DOMESTIC,1,23,23.0,4728.0,194.5
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SANJAY GANDHI NAGAR (GRP-B),DOMESTIC,1,604,586.0,63802.0,926.95
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SILARGUDA (GRP-B),DOMESTIC,1,595,588.0,60904.0,862.01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SILARGUDA-2 (GRP-B),DOMESTIC,1,496,492.0,53666.0,682.98
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SOWBHAGYA NAGAR (GRP-B),DOMESTIC,1,389,374.0,39767.0,639.46
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,VANITHA COLONY (GRP-A),DOMESTIC,1,184,179.0,30005.0,489.36
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,VITTAL NAGAR (GRP-B),DOMESTIC,1,323,319.0,45131.0,611.85
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,ABRAR NAGAR (GRP-A),DOMESTIC,1,672,658.0,104334.0,990.92
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,BANK COLONY (GRP-A),DOMESTIC,1,1168,1154.0,151161.0,2093.28
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,BHAVANI NAGAR (GRP-A),DOMESTIC,1,616,613.0,75200.0,975.27
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,"BRINDAVAN CLY,S.B.CLY(GRP-B)",DOMESTIC,1,1137,1111.0,155723.0,2006.76
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,CT METERS (GRP-M),DOMESTIC,1,11,9.0,21375.0,251.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,DILKUSH NAGAR  (GRP-A),DOMESTIC,1,1849,1811.0,234240.0,3004.67
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SRI SAI COLONY (GRP-B),DOMESTIC,1,1461,1457.0,218160.0,3718.78
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SUBASH NAGAR (GRP-B),DOMESTIC,1,257,252.0,33344.0,363.03
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,SUMITRA NAGAR (GRP-B),DOMESTIC,1,520,506.0,55498.0,667.28
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,VENKATRAM REDDY NGR (GRP-A),DOMESTIC,1,1147,1138.0,128375.0,1594.89
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,FRIENDS COLONY (GRP-A),DOMESTIC,1,419,415.0,61946.0,823.51
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,GANESH COLONY (GRP-A),DOMESTIC,1,204,195.0,22204.0,312.54
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,GANGA PUTRA SANGAM (GRP-A),DOMESTIC,1,397,394.0,44773.0,558.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,GOWRI NAGAR (GRP-A),DOMESTIC,1,845,834.0,137944.0,2124.5
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,GRC HIGH VALUE (GRP-M),DOMESTIC,1,36,35.0,19521.0,428.44
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,HAL COLONY (GRP-B),DOMESTIC,1,1108,1089.0,182957.0,3204.23
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,HARIJAN BASTHI-I (GRP-A),DOMESTIC,1,942,900.0,127144.0,1711.65
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,HARIJAN BASTHI-II (GRP-A),DOMESTIC,1,1239,1201.0,157065.0,2054.79
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,HARSHAVARDHAN ENCLAVE (GRP-A),DOMESTIC,1,227,219.0,31911.0,558.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,HASMATHPET VILLAGE-I (GRP-A),DOMESTIC,1,549,536.0,82224.0,919.97
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,HASMATHPET VILLAGE-II (GRP-B),DOMESTIC,1,797,783.0,103305.0,1418.74
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,IAL COLONY (GRP-A),DOMESTIC,1,750,743.0,144714.0,2219.11
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,INDIRA NAGAR (GRP-B),DOMESTIC,1,1231,1200.0,131511.0,1689.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,KALINGA ENCLAVE (GRP-B),DOMESTIC,1,708,705.0,108324.0,1616.78
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,KATTA MAISAMMA (GRP-A),DOMESTIC,1,779,772.0,98499.0,1148.53
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,KRISHNA NAGAR (GRP-B),DOMESTIC,1,264,254.0,45070.0,756.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,L.B.NAGAR-I (GRP-A),DOMESTIC,1,823,807.0,98740.0,1130.93
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,L.B.NAGAR-II (GRP-A),DOMESTIC,1,780,773.0,107923.0,1700.84
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MALLIKARJUNA CLY-2(GRP-B),DOMESTIC,1,825,818.0,118422.0,1626.36
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MALLIKARJUNA COLONY-1 (GRP-B),DOMESTIC,1,845,828.0,129478.0,1737.77
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MANIKANTA CLY(BALAJI(GRP-A),DOMESTIC,1,919,914.0,133665.0,2351.63
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MARRI RAM REDDY CLY(GRP-B),DOMESTIC,1,400,398.0,63313.0,909.68
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MARUTHI NAGAR (GRP-A),DOMESTIC,1,398,395.0,66570.0,1363.4
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MILITARY AREA,DOMESTIC,1,2,,0.0,2.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MUSLIM BASTHI WEST (GRP-B),DOMESTIC,1,1021,1003.0,134921.0,1420.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,MUSLIM BASTI EAST (GRP-A),DOMESTIC,1,746,740.0,114960.0,1261.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,N.R.S.A.QTRS. (GRP-A),DOMESTIC,1,130,130.0,9018.0,217.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,NANDAMOORI NAGAR (GRP-B),DOMESTIC,1,490,472.0,50794.0,632.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,OLD BOWENPALLY(NORTH) (GRP-A),DOMESTIC,1,581,563.0,71707.0,823.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,OLD BOWENPALLY(SOUTH)(GRP-B),DOMESTIC,1,1134,1111.0,154242.0,1860.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,PADMASHALI COLONY (GRP-B),DOMESTIC,1,1183,1162.0,148840.0,1905.61
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,PLASSY LINE (GRP-B),DOMESTIC,1,101,86.0,15093.0,204.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,PREM SAGAR ENCLAVE (GRP-B),DOMESTIC,1,1568,1544.0,396879.0,6544.5
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,R R NAGAR (GRP-A),DOMESTIC,1,1115,1089.0,179820.0,3028.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,R.R.TOWN SHIP (GRP-A),DOMESTIC,1,288,277.0,45932.0,811.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,RAJEEV GANDHI NAGAR (GRP-A),DOMESTIC,1,1143,1122.0,146447.0,1653.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SAI SAGAR ENCLAVE (GRP-B),DOMESTIC,1,1405,1382.0,306074.0,5665.63
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SAMTHA NAGAR (GRP-B),DOMESTIC,1,943,924.0,142482.0,2442.53
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SATYA SAI ENCLAVE (GRP-A),DOMESTIC,1,700,686.0,158860.0,2725.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SEETHARAM PURAM (GRP-B),DOMESTIC,1,389,381.0,46722.0,525.0
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SHANKAR ENCLAVE (GRP-B),DOMESTIC,1,621,617.0,103196.0,1683.92
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SOLAR NET METERS (GRP-M),DOMESTIC,1,220,220.0,27178.0,1275.54
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SWARNADHAMA NAGAR (GRP-B),DOMESTIC,1,1856,1838.0,322762.0,5768.56
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,TEACHERS COLONY (GRP-B),DOMESTIC,1,688,676.0,95070.0,1284.36
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,VALLABHANAGAR (GRP-A),DOMESTIC,1,1418,1403.0,219542.0,2494.84
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,VITTAL ENCLAVE (GRP-B),DOMESTIC,1,499,488.0,92602.0,1551.6
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,VITTAL LAND (GRP-A),DOMESTIC,1,714,706.0,109820.0,1593.47
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,VYSYA BANK COLONY (GRP-A),DOMESTIC,1,525,514.0,82102.0,1286.5
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,BALANAGAR VILLAGE (GRP-B),DOMESTIC,1,1322,1295.0,150879.0,1864.15
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,CHITTARAM NAGAR (GRP-A),DOMESTIC,1,550,514.0,53719.0,767.33
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GANDHI STATUE (GRP-B),DOMESTIC,1,1153,1142.0,126756.0,1482.0
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GANESH NAGAR (GRP-B),DOMESTIC,1,1281,1270.0,161376.0,1913.94
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),DOMESTIC,1,6,5.0,1395.0,40.46
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR&NAGJEVAN NGR (GRP-A),DOMESTIC,1,753,731.0,76591.0,1210.16
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETHA NAGAR-2(GRP-A),DOMESTIC,1,574,574.0,71266.0,1010.5
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,HANUMAN TEMPLE (GRP-A),DOMESTIC,1,547,541.0,58136.0,703.22
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"PIPE LINE,ROAD F.NAGAR (GRP-A)",DOMESTIC,1,634,600.0,69669.0,921.68
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,PIPELINE ROAD FEEDER (GRP-M),DOMESTIC,1,1,1.0,230.0,3.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,PITTALA BASTI (GRP-B),DOMESTIC,1,234,175.0,19597.0,284.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,PRABHAKAR REDDY NGR (GRP-A),DOMESTIC,1,480,463.0,60773.0,677.44
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SAMATHA NAGAR (GRP-A),DOMESTIC,1,578,576.0,68462.0,940.45
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SHOBHANA COLONY (GRP-B),DOMESTIC,1,796,780.0,89068.0,1160.55
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,HANUMAN TEMPLE 2 (GRP-B),DOMESTIC,1,454,449.0,54409.0,662.34
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,INDIRA NAGAR (GRP-B),DOMESTIC,1,973,901.0,78544.0,1769.0
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,KALYAN NAGAR (GRP-B),DOMESTIC,1,794,789.0,82440.0,1254.31
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR (GRP-M),DOMESTIC,1,1,1.0,1442.0,12.0
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),DOMESTIC,1,696,664.0,83324.0,1462.0
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,RAJIV GANDHI NAGAR (GRP-A),DOMESTIC,1,1038,1020.0,143862.0,1447.63
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,RAJIV GANDHI NAGAR (GRP-M),DOMESTIC,1,2,2.0,8105.0,50.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SIFCO FEEDER (GRP-M),DOMESTIC,1,1,1.0,0.0,6.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,"SVCIE, BALANAGAR (GRP-B)",DOMESTIC,1,144,117.0,8957.0,180.0
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,VALMIKI NAGAR (GRP-B),DOMESTIC,1,508,468.0,54541.0,651.87
