circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA,IMAGE GARDEN, HARIZA",DOMESTIC,1,41,38.0,15982.0,541.26
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,ARUNODAYA COLONY,DOMESTIC,1,589,585.0,118230.0,2256.6
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,COD TO MADHAPUR PS SIDE  GRC,DOMESTIC,1,33,23.0,10009.0,247.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"CYBER TOWER AREA,PATRIKANAGAR",DOMESTIC,1,41,39.0,50108.0,756.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"IMAGE GARDEN LANE,JAIHIND ENCL",DOMESTIC,1,652,597.0,140135.0,2882.12
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JAYABHERI ENCLAVE, OFFI BESIDE",DOMESTIC,1,399,380.0,112709.0,2175.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,DOMESTIC,1,97,96.0,56258.0,1511.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KAVURI HILLS(D-MART),AMAR COOP",DOMESTIC,1,808,761.0,191517.0,3855.26
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,SIVAJI NAGAR,DOMESTIC,1,178,178.0,21085.0,217.19
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,SRT821 TO 920 RK BKRY OPP LANE,DOMESTIC,1,505,505.0,73930.0,751.1
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,SUBASH NAGAR,DOMESTIC,1,1644,1631.0,195914.0,2125.47
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,SUBASH NAGAR (WEST),DOMESTIC,1,630,615.0,76784.0,1020.89
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,TULASI NAGAR,DOMESTIC,1,277,277.0,31752.0,309.68
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,UDAY NAGAR,DOMESTIC,1,491,487.0,67098.0,834.44
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HV ROAD NO-4-5-6,DOMESTIC,1,202,201.0,124996.0,3958.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,IAS-IPS OFFICERS QUARTERS,DOMESTIC,1,92,91.0,11195.0,457.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,JOURNALIST .COLONY,DOMESTIC,1,500,475.0,118707.0,2069.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,KCR HOUSE  NANDI NAGAR,DOMESTIC,1,1256,1166.0,182939.0,2305.83
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAGARJUNA HILLS,DOMESTIC,1,24,18.0,5986.0,135.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAGARJUNA HILLS AND PANJAGUTTA,DOMESTIC,1,52,51.0,27756.0,1093.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAIDU BASTHI,DOMESTIC,1,748,725.0,97771.0,841.18
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"NEW ZOHRANAGAR,RD 10,B.HILLS",DOMESTIC,1,1022,992.0,201987.0,3509.08
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NOOR NAGAR ,DOMESTIC,1,822,784.0,114676.0,1159.45
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,PANJAGUTTA POLICE QRTS.,DOMESTIC,1,205,148.0,28566.0,385.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 AMRUTHA ENCLEVE APARTMET,DOMESTIC,1,91,91.0,25037.0,294.76
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 POSH AREA@APARTMENTS,DOMESTIC,1,894,852.0,264352.0,4990.56
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.2 MAIN ROAD,DOMESTIC,1,868,820.0,202359.0,4466.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.5 PASH AREA@APARTMENTS,DOMESTIC,1,441,432.0,133536.0,2744.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.NO.10 HANGING APT TO BHEMAS,DOMESTIC,1,427,365.0,114068.0,2210.62
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.10 TRIDENT APT TO MASQATI,DOMESTIC,1,377,368.0,85020.0,1604.76
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.4 LEFT SIDE SERVICES,DOMESTIC,1,585,567.0,131811.0,1739.78
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,,DOMESTIC,1,3,,0.0,9.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR," ROAD NO-13, B.HILLS",DOMESTIC,1,638,571.0,176216.0,2717.61
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"AMBEDKAR NAGAR, BJR NAGAR",DOMESTIC,1,1723,1427.0,166366.0,1466.43
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,APARTMENTS SERVICES RD NO.12,DOMESTIC,1,641,607.0,132183.0,2833.54
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,BADRUKA&ITQ& ROCK ROOF APTS,DOMESTIC,1,613,602.0,111904.0,2114.06
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,BALREDDY NAGAR,DOMESTIC,1,1763,1472.0,153689.0,1280.68
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"BJR NAGAR,PATEL NAGAR QUARTERS",DOMESTIC,1,928,904.0,105070.0,872.44
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",DOMESTIC,1,279,270.0,185383.0,5523.26
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,D.D.N - VINAYAK NAGAR,DOMESTIC,1,1749,1650.0,225815.0,1817.52
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,DURGA BHAVANI NAGAR,DOMESTIC,1,1174,922.0,112722.0,1069.75
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GOVT SERVICES,DOMESTIC,1,30,30.0,38316.0,306.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.4 RIGHT SIDE SERVICES,DOMESTIC,1,427,423.0,120026.0,1983.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO. 11,DOMESTIC,1,661,640.0,192506.0,3415.09
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.1 BANJARA HILLS,DOMESTIC,1,95,83.0,35891.0,674.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.7 B HILLS SERVICES,DOMESTIC,1,534,533.0,149762.0,2200.03
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD.NO.5. D.K.BASTI ,DOMESTIC,1,930,875.0,107824.0,1113.74
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD.NO.8 & 9 B HILLS SERVICES,DOMESTIC,1,316,310.0,120441.0,1921.9
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SHOWKATH NGR & KBR PARK LINE,DOMESTIC,1,605,594.0,124557.0,1481.1
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA  AL KAREEM HOTEL,DOMESTIC,1,931,893.0,136435.0,1496.19
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC HIGH VALUES RDNO-12&13 BAN,DOMESTIC,1,351,347.0,335549.0,6156.27
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC-JUBILEE HILLS &FILM NAGAR ,DOMESTIC,1,308,299.0,265709.0,6254.9
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GYANI JAIL SINGH NAGAR,DOMESTIC,1,1329,1156.0,156246.0,1235.46
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,HT DOMESTIC,DOMESTIC,1,16,16.0,110095.0,2255.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS, 71,72,73,74,75,76,77",DOMESTIC,1,710,653.0,191736.0,3434.81
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS,78,79,80,81,82",DOMESTIC,1,697,607.0,213112.0,3398.21
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JOURNALIST A&B NANDAGIRI HILLS,DOMESTIC,1,866,823.0,192281.0,3716.86
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JUBILEE HILLS ROAD NO.92,DOMESTIC,1,1539,1502.0,491759.0,9254.01
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,A G COLONY,DOMESTIC,1,1030,598.0,38571.0,1241.58
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,COUNCELLOR & VIDEO LANE,DOMESTIC,1,1526,1478.0,163058.0,1729.79
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,CT METERS-GRC,DOMESTIC,1,50,49.0,14683.0,619.24
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,GANDHI STATUE LANE,DOMESTIC,1,288,287.0,40086.0,477.67
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,GRC - NON CT METERS,DOMESTIC,1,88,88.0,21816.0,659.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,JAWAHAR NAGAR SAIBABA TEMPEL,DOMESTIC,1,1459,1441.0,179135.0,1883.8
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,JAWAHARNAGAR,DOMESTIC,1,2304,2227.0,287252.0,2770.84
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,KALYAN NAGAR,DOMESTIC,1,332,314.0,61532.0,962.21
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA [BANJARA BHAVAN],DOMESTIC,1,1060,973.0,177100.0,2855.48
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SRINIKETAN COLONY,DOMESTIC,1,368,354.0,79548.0,1627.68
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SV.NAGAR E-VENUE APT&BEERAPPA ,DOMESTIC,1,1147,1131.0,152888.0,1486.06
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SV.NAGAR SV.TEMPLE&CHURCH LANE,DOMESTIC,1,1045,1023.0,132397.0,1394.09
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UBI COLONY,DOMESTIC,1,639,613.0,193363.0,3373.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAY NAGAR NORTH,DOMESTIC,1,1293,1224.0,162988.0,1497.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAY NAGAR SOUTH,DOMESTIC,1,945,929.0,117576.0,958.62
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M L A COLONY,DOMESTIC,1,1328,1261.0,428105.0,7441.53
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M.G NAGAR,DOMESTIC,1,851,657.0,60738.0,495.55
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,MRNC.BHAGAT SING.GOUTAM NAGAR ,DOMESTIC,1,2118,1908.0,222932.0,2169.29
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N B NAGAR,DOMESTIC,1,804,754.0,100242.0,960.55
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N B T NAGAR-1,DOMESTIC,1,2022,1928.0,242983.0,2572.99
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N.B.T NAGAR ,DOMESTIC,1,2185,2114.0,281555.0,2678.35
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,NANDAGIRIHILLS GRC,DOMESTIC,1,213,210.0,218915.0,5096.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PADMALAYA  BASTI,DOMESTIC,1,469,450.0,48949.0,465.18
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PENSION OFIC TO RDNO-12 S.S,DOMESTIC,1,423,392.0,119953.0,1906.04
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,KALYAN NAGAR APARTMENT,DOMESTIC,1,984,976.0,195322.0,3356.1
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,MADHRANAGAR A  C,DOMESTIC,1,873,849.0,170441.0,2829.34
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,"MADHURA NAGAR(B,D,H)",DOMESTIC,1,1716,1660.0,315002.0,5578.03
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,MADHURANGAR E F G,DOMESTIC,1,2037,2016.0,351406.0,6409.5
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,RAHAMATH NAGAR CHURCH,DOMESTIC,1,2606,2548.0,319262.0,3178.44
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,RAHMATHNAGAR(SOUTH),DOMESTIC,1,2339,2247.0,287793.0,2546.62
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,SIDHARTHA NAGAR,DOMESTIC,1,1025,997.0,214421.0,3259.49
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,SRINIVASA COLONY,DOMESTIC,1,399,348.0,63287.0,1063.29
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,"VENGALARAO NAGAR (C,D)",DOMESTIC,1,1383,1367.0,173689.0,2347.23
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,VENGALARAO NAGAR A B C,DOMESTIC,1,1341,1299.0,210013.0,3663.49
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,VIKASPURI & LAKSHIMINAGAR,DOMESTIC,1,984,949.0,166661.0,2212.05
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,YADAGIRI NAGAR,DOMESTIC,1,1620,1599.0,240126.0,2481.24
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,ALI NAGAR&SARATHI STUDIO,DOMESTIC,1,950,935.0,172482.0,2834.32
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,AMBEDKAR NAGAR,DOMESTIC,1,875,833.0,136796.0,1156.06
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,AMEERPET,DOMESTIC,1,12,9.0,2286.0,33.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,AMEERPET COMPLEX,DOMESTIC,1,709,707.0,140566.0,2867.3
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,GRC HIGH VALUES,DOMESTIC,1,47,45.0,61457.0,1253.7
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,GRC- NON - C.T.  METERS,DOMESTIC,1,77,77.0,11081.0,487.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,HABEEB BAGH,DOMESTIC,1,907,903.0,141663.0,1260.26
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,INDIRA NAGAR,DOMESTIC,1,1514,1437.0,186579.0,1735.58
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,INDIRANAGER-2,DOMESTIC,1,1282,1280.0,160273.0,1459.85
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,JAWAHAR NAGAR&INDIRA NAGAR,DOMESTIC,1,1577,1489.0,205019.0,1820.74
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,JAWAHAR NAGAR-2,DOMESTIC,1,873,867.0,123708.0,1146.81
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KUMAR BASTI,NECTAR GARDEN",DOMESTIC,1,893,842.0,212558.0,3401.22
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MADHAPUR BASTI,DOMESTIC,1,538,529.0,75450.0,1178.12
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MEGA HILLS-SAINAGAR ,DOMESTIC,1,390,390.0,70057.0,1139.38
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MY HOMES APARTMENTS,DOMESTIC,1,573,573.0,140452.0,3951.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"PATRIKANAGAR,JUBILEE ENCLAVE",DOMESTIC,1,783,644.0,155078.0,3489.3
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,JP NAGAR & ENGINEERS COLONY,DOMESTIC,1,1454,1433.0,265872.0,4581.97
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,KAMALAPURI COLONY,DOMESTIC,1,712,693.0,152535.0,2716.51
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,NAGARJUNA NAGAR,DOMESTIC,1,528,517.0,108189.0,1727.4
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,OLD YELLAREDDYGUDA,DOMESTIC,1,1195,1154.0,215754.0,2679.4
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,PANJAGUTTA,DOMESTIC,1,340,278.0,44023.0,461.72
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,"SG NAGAR,BSNL,MARKET AREA",DOMESTIC,1,1276,1233.0,212800.0,2219.68
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SHALIVAHANA NAGAR,DOMESTIC,1,482,482.0,84591.0,1497.98
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SHALIVAHANA SBH NAVODAYA,DOMESTIC,1,1317,1296.0,280051.0,4914.86
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SKD NAGAR,DOMESTIC,1,244,229.0,46539.0,815.34
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,POLICE QTS,DOMESTIC,1,128,109.0,13913.0,138.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,SAI NAGAR MOHAN NAYAK TANDA,DOMESTIC,1,926,925.0,117614.0,1606.88
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VADARA BASTI,MEGHA,SRIRAM TANK",DOMESTIC,1,818,777.0,138424.0,1846.12
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,VINAYAK NAGAR,DOMESTIC,1,739,722.0,161449.0,2913.49
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",DOMESTIC,1,1486,1460.0,349170.0,8517.26
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,ALLAPUR,DOMESTIC,1,1294,1247.0,162055.0,1478.41
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,ALLAPUR-I,DOMESTIC,1,1416,1405.0,202497.0,1735.67
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,AROGYA NAGAR,DOMESTIC,1,1111,785.0,85689.0,829.59
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BABA SAILANI NAGAR,DOMESTIC,1,873,836.0,105249.0,814.72
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BANJARA NAGAR (SOUTH),DOMESTIC,1,579,566.0,83969.0,632.09
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BHARAT NAGAR,DOMESTIC,1,761,739.0,100363.0,698.13
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BRAHMA SHANKAR NAGAR,DOMESTIC,1,556,543.0,64979.0,504.95
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GANGA NAGAR,DOMESTIC,1,515,512.0,75051.0,682.09
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GRC HV MOTINAGAR,DOMESTIC,1,32,32.0,5512.0,177.37
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR EAST(PHASE-I),DOMESTIC,1,746,724.0,95947.0,811.13
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR WEST(PHASE-I),DOMESTIC,1,925,924.0,110365.0,970.54
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,BABBUGUDA,DOMESTIC,1,890,878.0,103436.0,1061.11
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,BANJARA NAGAR,DOMESTIC,1,797,788.0,85858.0,977.79
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,BRAHMA SHANKAR NAGAR,DOMESTIC,1,1439,1321.0,136430.0,1386.17
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,DOUBLE BEDROOM KAMALA NAGAR,DOMESTIC,1,216,216.0,16970.0,450.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,GANESH NAGAR,DOMESTIC,1,476,471.0,52271.0,611.65
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,GRC HV BORABANDA,DOMESTIC,1,20,20.0,1622.0,111.75
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,HARI NAGAR,DOMESTIC,1,473,468.0,51803.0,577.21
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,JYOTHI NAGAR - I,DOMESTIC,1,797,574.0,60581.0,589.88
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,JYOTHI NAGAR - II,DOMESTIC,1,963,764.0,94150.0,802.58
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KABEER NAGAR,DOMESTIC,1,1200,1157.0,137310.0,1369.68
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KARMIKA NAGAR (N),DOMESTIC,1,561,523.0,51500.0,599.72
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR-II,DOMESTIC,1,1670,1614.0,207317.0,1574.47
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,INDIRA NAGAR,DOMESTIC,1,988,949.0,104111.0,977.52
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,INDIRA NAGAR PHASE-II,DOMESTIC,1,1067,1067.0,113255.0,1099.34
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KALYAN NAGAR,DOMESTIC,1,1575,1569.0,320871.0,4820.61
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KALYAN NAGAR (W),DOMESTIC,1,1039,1028.0,222406.0,3551.94
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KARMIKA NAGAR (E),DOMESTIC,1,1599,1575.0,181697.0,1839.38
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KARMIKA NAGAR (S),DOMESTIC,1,977,915.0,85791.0,1110.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,MADHURA NAGAR,DOMESTIC,1,746,731.0,91811.0,735.59
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,MAHATMA NAGAR,DOMESTIC,1,200,187.0,21747.0,164.7
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,N.R.R.PURAM -I (S),DOMESTIC,1,629,620.0,82962.0,866.1
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KARMIKA NAGAR (S),DOMESTIC,1,427,411.0,41920.0,474.57
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KARMIKA NAGAR II,DOMESTIC,1,1006,979.0,112993.0,1217.38
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,MOTHI NAGAR (S),DOMESTIC,1,911,897.0,140107.0,2317.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,N.R.R.PURAM SITE - II,DOMESTIC,1,279,271.0,38181.0,338.82
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,N.R.R.PURAM SITE - III,DOMESTIC,1,1229,1200.0,161257.0,1406.04
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,N.R.R.PURAM-III (W),DOMESTIC,1,353,340.0,47855.0,410.94
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NATCO SCHOOL,DOMESTIC,1,910,754.0,83300.0,695.62
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NAVA BHARATH NAGAR,DOMESTIC,1,559,546.0,61012.0,584.18
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NEW RAMA RAO NAGAR,DOMESTIC,1,574,562.0,60387.0,687.56
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NSC BOSE NAGAR,DOMESTIC,1,405,356.0,34096.0,474.56
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,PEDDAMMA NAGAR,DOMESTIC,1,769,705.0,74972.0,739.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,N.R.R.PURAM SITE - II,DOMESTIC,1,590,581.0,82666.0,683.18
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,N.R.R.PURAM SITE - III,DOMESTIC,1,626,621.0,82918.0,665.53
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,N.R.R.PURAM SITE -I,DOMESTIC,1,1071,1069.0,157244.0,1317.54
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,N.R.R.PURAM-III (W),DOMESTIC,1,1049,1025.0,133497.0,1109.0
